Employee_ID,Department,Job_Role,Education_Level,Age,Years_At_Company,Monthly_Income,Performance_Score,Join_Date,Attrition,Predicted_Income,Pay_Gap,Pay_Gap_Percent,Pay_Equity_Flag,Attrition_Risk_Probability,Attrition_Risk_Level,High_Performer,Predicted_High_Performer,Cluster,Employee_Segment
697,Engineering,Senior Engineer,Master,24,3.0,4761.48,74.0,2021-09-23,No,5501.69,-740.21,-13.5,Within Expected Range,0.589,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
505,Sales,Sales Manager,Bachelor,21,0.0,4475.56,82.0,2024-03-20,No,3790.23,685.33,18.1,Within Expected Range,0.3988,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
542,Sales,Sales Manager,PhD,22,3.0,7834.41,75.0,2021-03-27,No,6258.81,1575.6,25.2,Within Expected Range,0.3355,Low,0,No,1,"Established, Higher-Income Employees"
50,Engineering,QA Engineer,Bachelor,50,7.0,5537.75,81.0,2017-08-05,No,5676.27,-138.52,-2.4,Within Expected Range,0.3762,Medium,0,No,1,"Established, Higher-Income Employees"
604,Engineering,Senior Engineer,Master,33,4.0,5580.69,80.0,2020-11-25,No,5758.9,-178.21,-3.1,Within Expected Range,0.5835,Medium,0,No,1,"Established, Higher-Income Employees"
274,HR,HR Manager,Master,25,2.0,4751.14,72.0,2022-04-15,No,5241.41,-490.27,-9.4,Within Expected Range,0.5131,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
745,Finance,Finance Manager,Bachelor,57,3.0,4474.04,61.0,2021-03-26,No,4573.24,-99.2,-2.2,Within Expected Range,0.642,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
702,HR,HR Specialist,PhD,40,1.0,6591.78,63.0,2023-06-17,No,5862.68,729.1,12.4,Within Expected Range,0.4412,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
687,Sales,Sales Executive,Bachelor,32,11.0,6852.9,73.0,2013-03-06,Yes,6691.25,161.65,2.4,Within Expected Range,0.3313,Low,0,Yes,1,"Established, Higher-Income Employees"
178,Finance,Financial Analyst,High School,38,1.0,3558.57,66.0,2023-01-24,No,3223.1,335.47,10.4,Within Expected Range,0.5141,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
301,Marketing,Content Specialist,Bachelor,35,7.0,6356.71,64.0,2017-12-08,No,5461.88,894.83,16.4,Within Expected Range,0.258,Low,0,No,1,"Established, Higher-Income Employees"
354,Finance,Financial Analyst,High School,27,3.0,3961.68,75.0,2021-06-04,No,3713.25,248.43,6.7,Within Expected Range,0.3717,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
203,HR,HR Manager,Master,28,4.6,5772.62,83.0,2021-03-15,No,5892.91,-120.29,-2.0,Within Expected Range,0.421,Medium,0,No,1,"Established, Higher-Income Employees"
237,Engineering,Software Engineer,Bachelor,36,6.0,4509.63,58.0,2018-08-04,No,5483.94,-974.31,-17.8,Within Expected Range,0.4132,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
150,Marketing,Marketing Manager,Bachelor,32,3.0,4141.53,51.0,2021-05-09,Yes,4669.3,-527.77,-11.3,Within Expected Range,0.5566,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
448,Marketing,Marketing Manager,High School,35,1.0,2551.78,65.0,2023-06-04,Yes,3314.04,-762.26,-23.0,Within Expected Range,0.6026,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
218,Marketing,Marketing Manager,Master,21,0.0,4100.41,55.0,2024-08-03,No,4772.72,-672.31,-14.1,Within Expected Range,0.5967,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
723,Finance,Finance Manager,Master,34,1.0,4527.9,78.4,2023-06-10,No,4917.0,-389.1,-7.9,Within Expected Range,0.5613,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
474,Engineering,QA Engineer,Bachelor,53,3.0,4666.16,83.0,2021-02-03,No,4681.68,-15.52,-0.3,Within Expected Range,0.5053,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
588,Sales,Sales Manager,High School,21,0.0,1909.13,56.0,2024-09-10,No,2928.15,-1019.02,-34.8,Within Expected Range,0.4993,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
653,Engineering,Software Engineer,Bachelor,34,3.0,3611.21,79.0,2021-07-01,No,4735.91,-1124.7,-23.7,Within Expected Range,0.4659,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
303,Engineering,QA Engineer,High School,39,1.6,3175.44,78.0,2021-04-07,No,3460.5,-285.06,-8.2,Within Expected Range,0.4458,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
914,Sales,Sales Executive,Bachelor,40,3.0,5241.71,58.0,2021-09-18,No,4702.34,539.37,11.5,Within Expected Range,0.6202,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
978,Engineering,Software Engineer,Master,21,2.0,6227.94,91.0,2022-04-23,No,5336.87,891.07,16.7,Within Expected Range,0.3165,Low,1,No,0,"Short-Tenure, Lower-Income Employees"
717,Sales,Sales Executive,Bachelor,32,9.0,6160.33,70.0,2015-06-05,No,6192.42,-32.09,-0.5,Within Expected Range,0.4005,Medium,0,Yes,1,"Established, Higher-Income Employees"
986,Engineering,QA Engineer,Master,43,1.0,4955.6,73.0,2023-07-25,No,5034.21,-78.61,-1.6,Within Expected Range,0.5394,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
389,Sales,Sales Executive,Bachelor,40,1.0,3259.45,59.0,2023-02-19,No,4203.81,-944.36,-22.5,Within Expected Range,0.7383,High,0,Yes,0,"Short-Tenure, Lower-Income Employees"
479,Marketing,Marketing Manager,High School,29,1.0,3052.87,78.0,2023-10-16,No,3310.01,-257.14,-7.8,Within Expected Range,0.5167,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
492,Marketing,Content Specialist,Master,31,0.0,4259.35,68.0,2024-01-05,No,4573.89,-314.54,-6.9,Within Expected Range,0.502,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
423,Finance,Accountant,Bachelor,42,3.0,4633.14,76.0,2021-05-13,No,4523.95,109.19,2.4,Within Expected Range,0.6363,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
388,Engineering,Senior Engineer,Master,21,0.0,4311.22,68.0,2024-05-03,Yes,4750.84,-439.62,-9.3,Within Expected Range,0.6476,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
860,Finance,Accountant,Bachelor,38,5.0,5303.8,78.0,2019-11-02,No,5019.39,284.41,5.7,Within Expected Range,0.5396,Medium,0,No,1,"Established, Higher-Income Employees"
391,Engineering,Senior Engineer,High School,38,5.0,3733.38,79.0,2019-09-15,Yes,4291.94,-558.56,-13.0,Within Expected Range,0.5587,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
535,Sales,Sales Executive,High School,26,10.0,5804.7,72.0,2014-04-10,No,5576.72,227.98,4.1,Within Expected Range,0.2972,Low,0,Yes,1,"Established, Higher-Income Employees"
353,Engineering,Software Engineer,Bachelor,25,3.0,5854.54,65.0,2021-02-15,No,4727.41,1127.13,23.8,Within Expected Range,0.3143,Low,0,No,0,"Short-Tenure, Lower-Income Employees"
194,Engineering,QA Engineer,High School,48,5.0,3832.03,73.0,2019-02-09,No,4315.24,-483.21,-11.2,Within Expected Range,0.4244,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
236,HR,Recruiter,Master,27,18.0,9561.98,52.0,2006-11-15,No,9331.23,230.75,2.5,Within Expected Range,0.1222,Low,0,Yes,1,"Established, Higher-Income Employees"
770,HR,HR Specialist,Master,29,5.0,6937.21,64.0,2019-03-22,No,5990.68,946.53,15.8,Within Expected Range,0.2353,Low,0,Yes,1,"Established, Higher-Income Employees"
890,Sales,Sales Manager,Bachelor,33,6.0,4067.29,59.0,2018-12-14,No,5294.34,-1227.05,-23.2,Within Expected Range,0.4353,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
481,Finance,Financial Analyst,Master,37,4.0,6732.58,76.0,2020-09-11,No,5691.27,1041.31,18.3,Within Expected Range,0.4175,Medium,0,No,1,"Established, Higher-Income Employees"
56,Sales,Sales Executive,Bachelor,34,7.0,5612.66,61.0,2017-04-25,No,5694.81,-82.15,-1.4,Within Expected Range,0.4889,Medium,0,Yes,1,"Established, Higher-Income Employees"
117,Sales,Account Rep,Bachelor,37,5.0,5540.25,49.0,2019-04-24,No,5049.43,490.82,9.7,Within Expected Range,0.3171,Low,0,Yes,1,"Established, Higher-Income Employees"
97,Marketing,Marketing Analyst,Bachelor,27,8.0,5943.29,64.0,2016-09-02,No,5912.7,30.59,0.5,Within Expected Range,0.3148,Low,0,No,1,"Established, Higher-Income Employees"
142,HR,HR Specialist,Bachelor,49,0.0,3278.47,72.0,2024-12-17,No,3901.17,-622.7,-16.0,Within Expected Range,0.5401,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
958,Engineering,Senior Engineer,Master,31,0.0,4478.16,91.0,2024-05-11,No,4760.83,-282.67,-5.9,Within Expected Range,0.6726,High,1,No,0,"Short-Tenure, Lower-Income Employees"
636,Engineering,Software Engineer,Bachelor,21,4.0,6374.7,74.0,2020-09-17,No,4974.06,1400.64,28.2,Within Expected Range,0.2457,Low,0,No,1,"Established, Higher-Income Employees"
598,Engineering,Software Engineer,Master,32,1.0,5572.36,77.0,2023-07-26,No,5095.66,476.7,9.4,Within Expected Range,0.4565,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
674,HR,Recruiter,High School,51,4.0,3643.9,62.0,2020-05-09,No,4141.25,-497.35,-12.0,Within Expected Range,0.5668,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
121,HR,Recruiter,Bachelor,21,7.0,5761.6,53.0,2017-01-25,No,5723.79,37.81,0.7,Within Expected Range,0.2921,Low,0,Yes,1,"Established, Higher-Income Employees"
811,Engineering,QA Engineer,Master,38,1.0,4077.47,63.0,2023-12-07,No,5029.32,-951.85,-18.9,Within Expected Range,0.5648,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
930,Engineering,Software Engineer,Master,41,0.0,4908.54,73.0,2024-03-05,Yes,4853.53,55.01,1.1,Within Expected Range,0.5766,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
63,Marketing,Marketing Manager,PhD,29,10.0,6916.65,78.0,2014-12-03,No,8134.28,-1217.63,-15.0,Within Expected Range,0.3767,Medium,0,Yes,1,"Established, Higher-Income Employees"
809,HR,HR Specialist,Master,26,0.0,2617.54,58.0,2024-01-10,No,4741.22,-2123.68,-44.8,Below Expected,0.5052,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
819,Sales,Sales Executive,Bachelor,29,2.0,4441.97,76.6,2022-03-11,No,4445.28,-3.31,-0.1,Within Expected Range,0.5768,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
454,Marketing,Marketing Analyst,Bachelor,41,1.0,3957.17,90.0,2023-12-21,No,4181.09,-223.92,-5.4,Within Expected Range,0.588,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
780,Marketing,Marketing Manager,Master,21,1.0,5444.39,69.0,2023-07-03,No,5023.06,421.33,8.4,Within Expected Range,0.4899,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
415,Sales,Sales Executive,Master,34,2.0,5249.95,67.0,2022-02-10,No,5308.89,-58.94,-1.1,Within Expected Range,0.6502,High,0,Yes,0,"Short-Tenure, Lower-Income Employees"
4,Finance,Accountant,Bachelor,29,1.0,4523.36,74.8,2023-08-15,No,4014.47,508.89,12.7,Within Expected Range,0.5891,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
59,Marketing,Content Specialist,Bachelor,32,13.0,6090.25,74.0,2011-08-06,No,6955.96,-865.71,-12.4,Within Expected Range,0.1753,Low,0,No,1,"Established, Higher-Income Employees"
224,Engineering,Senior Engineer,Bachelor,37,6.0,5488.08,88.0,2018-11-23,No,5401.25,86.83,1.6,Within Expected Range,0.5006,Medium,1,No,1,"Established, Higher-Income Employees"
222,HR,HR Manager,Bachelor,21,10.0,7083.85,69.0,2014-05-07,No,6372.15,711.7,11.2,Within Expected Range,0.2043,Low,0,No,1,"Established, Higher-Income Employees"
466,Finance,Finance Manager,Bachelor,46,2.0,4867.93,77.0,2022-12-12,No,4315.99,551.94,12.8,Within Expected Range,0.5417,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
53,Sales,Sales Executive,Bachelor,31,1.0,3552.65,71.0,2023-08-11,No,4197.22,-644.57,-15.4,Within Expected Range,0.6578,High,0,Yes,0,"Short-Tenure, Lower-Income Employees"
709,Engineering,Senior Engineer,PhD,36,1.0,4417.49,70.0,2023-05-04,Yes,5872.91,-1455.42,-24.8,Within Expected Range,0.7706,High,0,No,0,"Short-Tenure, Lower-Income Employees"
156,Engineering,Senior Engineer,Bachelor,30,0.8,3974.8,83.0,2023-05-12,No,4098.68,-123.88,-3.0,Within Expected Range,0.6239,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
707,Engineering,Software Engineer,Bachelor,39,2.0,4240.9,74.0,2022-05-12,No,4490.38,-249.48,-5.6,Within Expected Range,0.492,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
249,Engineering,Senior Engineer,Master,28,1.0,4449.53,66.0,2023-11-04,No,5005.81,-556.28,-11.1,Within Expected Range,0.6725,High,0,No,0,"Short-Tenure, Lower-Income Employees"
904,HR,Recruiter,High School,51,8.0,6313.73,66.0,2016-06-21,No,5138.77,1174.96,22.9,Within Expected Range,0.3572,Medium,0,Yes,1,"Established, Higher-Income Employees"
569,Engineering,Software Engineer,Master,21,1.0,5113.78,81.2,2023-09-14,No,5086.84,26.94,0.5,Within Expected Range,0.3988,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
925,HR,HR Manager,Bachelor,46,0.0,3786.0,68.0,2024-04-13,No,3899.76,-113.76,-2.9,Within Expected Range,0.6723,High,0,No,0,"Short-Tenure, Lower-Income Employees"
292,HR,Recruiter,Bachelor,39,6.0,5866.54,81.0,2018-04-26,No,5491.48,375.06,6.8,Within Expected Range,0.3781,Medium,0,Yes,1,"Established, Higher-Income Employees"
382,Finance,Accountant,Bachelor,38,7.0,6544.08,58.0,2017-12-24,No,5516.53,1027.55,18.6,Within Expected Range,0.4697,Medium,0,No,1,"Established, Higher-Income Employees"
952,Engineering,QA Engineer,Bachelor,32,6.0,6475.11,54.0,2018-04-21,No,5410.04,1065.07,19.7,Within Expected Range,0.2723,Low,0,No,1,"Established, Higher-Income Employees"
201,HR,Recruiter,Master,33,10.0,6905.49,67.0,2014-08-08,No,7342.86,-437.37,-6.0,Within Expected Range,0.3122,Low,0,Yes,1,"Established, Higher-Income Employees"
762,Sales,Account Rep,Bachelor,29,4.0,4830.12,63.0,2020-01-09,No,4794.51,35.61,0.7,Within Expected Range,0.2982,Low,0,Yes,0,"Short-Tenure, Lower-Income Employees"
963,Marketing,Content Specialist,Master,40,1.0,4658.58,80.0,2023-02-26,No,4831.54,-172.96,-3.6,Within Expected Range,0.5097,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
506,Marketing,Content Specialist,Master,36,0.0,4840.22,68.0,2024-02-10,No,4578.04,262.18,5.7,Within Expected Range,0.5065,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
815,Marketing,Marketing Analyst,Bachelor,39,0.0,3998.69,65.0,2024-08-10,Yes,3928.28,70.41,1.8,Within Expected Range,0.6234,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
861,Engineering,Senior Engineer,Bachelor,34,5.0,5366.96,73.0,2019-11-16,Yes,5148.35,218.61,4.2,Within Expected Range,0.5247,Medium,0,No,1,"Established, Higher-Income Employees"
341,Marketing,Marketing Manager,High School,42,0.0,3744.93,67.0,2024-12-25,No,3070.69,674.24,22.0,Within Expected Range,0.6028,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
155,Engineering,Software Engineer,Bachelor,28,4.0,5548.73,52.0,2020-10-08,No,4978.25,570.48,11.5,Within Expected Range,0.349,Low,0,No,0,"Short-Tenure, Lower-Income Employees"
916,Engineering,Software Engineer,Bachelor,21,2.0,3480.24,81.0,2022-06-23,No,4475.96,-995.72,-22.2,Within Expected Range,0.3972,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
777,HR,Recruiter,Master,33,1.0,5873.75,43.0,2023-06-07,No,5097.35,776.4,15.2,Within Expected Range,0.544,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
838,Finance,Finance Manager,Master,22,1.0,4472.97,68.0,2023-12-03,No,4906.27,-433.3,-8.8,Within Expected Range,0.4955,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
323,Sales,Sales Executive,Bachelor,32,4.0,3626.06,81.0,2020-03-24,No,4946.7,-1320.64,-26.7,Within Expected Range,0.5998,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
643,Marketing,Marketing Manager,Bachelor,37,1.0,5123.76,62.0,2023-09-26,No,4175.65,948.11,22.7,Within Expected Range,0.5578,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
624,Finance,Financial Analyst,Master,31,11.0,7366.22,71.2,2013-12-10,No,7431.08,-64.86,-0.9,Within Expected Range,0.2534,Low,0,No,1,"Established, Higher-Income Employees"
83,Sales,Sales Executive,Bachelor,26,4.0,5408.0,100.0,2020-05-26,No,4943.12,464.88,9.4,Within Expected Range,0.438,Medium,1,Yes,1,"Established, Higher-Income Employees"
621,Finance,Financial Analyst,High School,40,6.0,5037.39,68.0,2018-08-06,No,4471.44,565.95,12.7,Within Expected Range,0.366,Medium,0,No,1,"Established, Higher-Income Employees"
465,Marketing,Marketing Manager,Master,31,10.0,5565.21,58.0,2014-11-09,Yes,7274.3,-1709.09,-23.5,Below Expected,0.4181,Medium,0,Yes,1,"Established, Higher-Income Employees"
761,HR,HR Manager,PhD,55,10.0,8623.87,73.0,2014-09-02,No,8121.0,502.87,6.2,Within Expected Range,0.4538,Medium,0,No,1,"Established, Higher-Income Employees"
334,Sales,Account Rep,Bachelor,26,6.0,4058.72,88.0,2018-01-03,No,5292.47,-1233.75,-23.3,Within Expected Range,0.2577,Low,1,Yes,0,"Short-Tenure, Lower-Income Employees"
11,Finance,Accountant,Master,31,9.0,4620.05,82.0,2015-09-03,Yes,6871.27,-2251.22,-32.8,Below Expected,0.5242,Medium,0,No,1,"Established, Higher-Income Employees"
471,Engineering,QA Engineer,Bachelor,22,1.0,2771.14,61.0,2023-09-08,Yes,4155.73,-1384.59,-33.3,Within Expected Range,0.4538,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
33,Sales,Account Rep,Bachelor,21,4.0,5604.16,90.0,2020-03-09,No,4789.86,814.3,17.0,Within Expected Range,0.1978,Low,1,Yes,1,"Established, Higher-Income Employees"
934,HR,HR Manager,High School,31,3.0,4017.02,68.0,2021-03-13,No,3775.06,241.96,6.4,Within Expected Range,0.4408,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
383,Engineering,QA Engineer,Bachelor,38,1.0,3733.12,62.0,2023-04-17,No,4169.08,-435.96,-10.5,Within Expected Range,0.5137,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
726,Sales,Account Rep,Master,45,8.0,4041.11,70.0,2016-04-27,No,6665.7,-2624.59,-39.4,Below Expected,0.4334,Medium,0,Yes,1,"Established, Higher-Income Employees"
631,Marketing,Marketing Analyst,High School,21,1.0,3375.55,73.0,2023-08-09,No,3303.07,72.48,2.2,Within Expected Range,0.4334,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
959,Marketing,Marketing Analyst,High School,21,3.0,3737.77,57.0,2021-07-23,No,3800.5,-62.73,-1.7,Within Expected Range,0.4045,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
968,Sales,Sales Executive,PhD,38,0.0,6118.77,61.0,2024-07-27,Yes,5673.33,445.44,7.9,Within Expected Range,0.7318,High,0,Yes,0,"Short-Tenure, Lower-Income Employees"
379,Marketing,Marketing Analyst,PhD,39,7.8,7782.24,85.0,2020-11-14,Yes,7594.68,187.56,2.5,Within Expected Range,0.4089,Medium,1,No,1,"Established, Higher-Income Employees"
90,Marketing,Content Specialist,Bachelor,33,2.0,4351.38,84.0,2022-07-12,No,4215.16,136.22,3.2,Within Expected Range,0.3851,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
214,Sales,Sales Executive,Bachelor,41,1.0,4211.53,93.0,2023-05-22,No,4207.13,4.4,0.1,Within Expected Range,0.6609,High,1,Yes,0,"Short-Tenure, Lower-Income Employees"
987,Engineering,Senior Engineer,Bachelor,25,2.0,4282.83,73.0,2022-06-26,No,4392.96,-110.13,-2.5,Within Expected Range,0.569,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
134,Marketing,Marketing Analyst,Bachelor,40,0.0,3247.56,78.0,2024-07-24,No,3930.07,-682.51,-17.4,Within Expected Range,0.649,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
347,Sales,Account Rep,Bachelor,22,4.0,4438.99,78.0,2020-02-05,No,4789.8,-350.81,-7.3,Within Expected Range,0.2579,Low,0,Yes,0,"Short-Tenure, Lower-Income Employees"
8,Engineering,QA Engineer,Master,31,3.0,5931.19,51.0,2021-03-01,No,5521.24,409.95,7.4,Within Expected Range,0.4033,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
658,Marketing,Marketing Analyst,Bachelor,31,0.0,3677.93,82.0,2024-04-16,No,3922.89,-244.96,-6.2,Within Expected Range,0.5618,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
321,Finance,Accountant,Bachelor,41,3.0,5258.69,64.0,2021-01-10,No,4522.24,736.45,16.3,Within Expected Range,0.6152,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
832,Engineering,Senior Engineer,Bachelor,46,1.0,3830.23,74.0,2023-12-13,No,4161.16,-330.93,-8.0,Within Expected Range,0.7357,High,0,No,0,"Short-Tenure, Lower-Income Employees"
188,Engineering,Software Engineer,High School,29,5.0,4796.4,78.0,2019-02-26,No,4370.12,426.28,9.8,Within Expected Range,0.2809,Low,0,No,0,"Short-Tenure, Lower-Income Employees"
553,HR,HR Manager,Bachelor,42,4.0,4845.27,69.0,2020-01-16,No,4893.74,-48.47,-1.0,Within Expected Range,0.5267,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
305,Engineering,Senior Engineer,High School,36,0.0,3009.25,67.0,2024-08-10,No,3042.87,-33.62,-1.1,Within Expected Range,0.6771,High,0,No,0,"Short-Tenure, Lower-Income Employees"
32,Finance,Accountant,Bachelor,46,6.0,5654.8,85.0,2018-08-10,No,5275.85,378.95,7.2,Within Expected Range,0.55,Medium,1,No,1,"Established, Higher-Income Employees"
652,Marketing,Marketing Analyst,Bachelor,37,6.0,5858.94,65.0,2018-03-18,No,5422.46,436.48,8.0,Within Expected Range,0.4133,Medium,0,No,1,"Established, Higher-Income Employees"
241,Finance,Finance Manager,Bachelor,36,2.0,4412.77,78.0,2022-12-11,No,4307.76,105.01,2.4,Within Expected Range,0.4943,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
880,Finance,Accountant,PhD,27,1.0,5984.65,71.0,2023-10-12,No,5732.87,251.78,4.4,Within Expected Range,0.6427,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
175,Sales,Sales Manager,Bachelor,36,1.0,3915.67,82.0,2023-06-12,No,4051.99,-136.32,-3.4,Within Expected Range,0.5151,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
246,Sales,Account Rep,PhD,22,1.0,5608.16,81.0,2023-11-18,No,5762.45,-154.29,-2.7,Within Expected Range,0.3661,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
799,Engineering,Software Engineer,Master,34,1.0,5142.23,87.0,2023-10-09,No,5098.06,44.17,0.9,Within Expected Range,0.4786,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
146,Sales,Sales Manager,Bachelor,40,4.0,6077.43,75.0,2020-07-20,No,4802.71,1274.72,26.5,Within Expected Range,0.3905,Medium,0,No,1,"Established, Higher-Income Employees"
91,Engineering,Software Engineer,Master,21,8.0,4533.9,58.0,2016-11-23,No,6830.28,-2296.38,-33.6,Below Expected,0.3481,Low,0,No,1,"Established, Higher-Income Employees"
393,Sales,Sales Executive,Bachelor,31,0.0,4057.01,79.0,2024-08-09,No,3948.5,108.51,2.7,Within Expected Range,0.6384,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
311,Sales,Sales Executive,Bachelor,37,10.0,6223.04,61.0,2014-08-21,No,6445.21,-222.17,-3.4,Within Expected Range,0.4275,Medium,0,Yes,1,"Established, Higher-Income Employees"
360,Engineering,Software Engineer,Master,30,5.0,5333.85,76.0,2019-04-09,No,6091.15,-757.3,-12.4,Within Expected Range,0.3905,Medium,0,No,1,"Established, Higher-Income Employees"
94,Sales,Sales Executive,Master,46,11.0,5262.23,69.0,2013-11-13,No,7562.75,-2300.52,-30.4,Below Expected,0.5825,Medium,0,Yes,1,"Established, Higher-Income Employees"
738,Sales,Sales Manager,Master,28,4.0,5376.0,59.0,2020-10-18,No,5651.75,-275.75,-4.9,Within Expected Range,0.4362,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
377,HR,HR Manager,Bachelor,42,0.0,3585.51,63.0,2024-07-16,Yes,3896.08,-310.57,-8.0,Within Expected Range,0.6633,High,0,No,0,"Short-Tenure, Lower-Income Employees"
244,Marketing,Marketing Analyst,Master,21,1.0,6085.5,74.0,2023-10-08,Yes,5023.48,1062.02,21.1,Within Expected Range,0.4314,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
875,Engineering,Senior Engineer,Master,21,4.0,4578.9,86.0,2020-09-09,No,5749.38,-1170.48,-20.4,Within Expected Range,0.544,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
88,Finance,Financial Analyst,Master,42,4.0,6978.72,84.0,2020-10-15,Yes,5696.01,1282.71,22.5,Within Expected Range,0.4277,Medium,0,No,1,"Established, Higher-Income Employees"
215,Marketing,Marketing Analyst,Master,34,0.0,5270.67,71.0,2024-04-06,No,4784.75,485.92,10.2,Within Expected Range,0.5855,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
445,Engineering,Senior Engineer,PhD,21,2.0,4439.97,67.0,2022-04-08,No,6109.55,-1669.58,-27.3,Within Expected Range,0.6761,High,0,No,0,"Short-Tenure, Lower-Income Employees"
174,Engineering,Software Engineer,High School,33,1.0,4198.44,60.0,2023-09-04,No,3374.9,823.54,24.4,Within Expected Range,0.419,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
426,Marketing,Content Specialist,Master,32,7.0,4915.36,84.0,2017-08-22,No,6321.03,-1405.67,-22.2,Within Expected Range,0.3387,Low,0,No,1,"Established, Higher-Income Employees"
823,Marketing,Content Specialist,Bachelor,25,4.0,5773.32,66.0,2020-05-16,No,4705.81,1067.51,22.7,Within Expected Range,0.2645,Low,0,No,1,"Established, Higher-Income Employees"
119,Engineering,Software Engineer,Master,37,0.0,4987.69,75.0,2024-06-15,No,4850.36,137.33,2.8,Within Expected Range,0.542,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
120,HR,HR Manager,High School,31,1.0,3760.42,68.0,2023-01-08,Yes,3276.45,483.97,14.8,Within Expected Range,0.4879,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
677,Finance,Financial Analyst,Bachelor,35,0.0,3666.41,96.0,2024-06-17,Yes,3833.69,-167.28,-4.4,Within Expected Range,0.5317,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
1,Engineering,QA Engineer,Master,26,2.0,5201.3,61.0,2022-05-02,No,5268.52,-67.22,-1.3,Within Expected Range,0.4089,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
